time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact,x_speed,y_speed
1626098900,40774f,50.77409362792969,-0.8237519135346361,29.54360118351397,262.9987324425046,-8.45312,GSHAZ   ,False,False,False,7000.0,434.34,472.44000000000005,1626098860.603,1626098866.064,-29.323308,-3.601108000000023
1626098900,43c8e5,52.83366394042969,-2.7777099609375,16.749083165479835,10.619655276155134,0.0,SYS10   ,False,False,False,7421.0,114.3,160.02,1626098896.521,1626098899.873,3.0866640000000003,16.462208
1626098900,484f76,52.74806213378906,1.5924835205078125,71.59833396360784,272.8829634525397,-0.32512,HNL88A  ,False,False,False,7351.0,624.84,670.5600000000001,1626098899.727,1626098899.998,-71.50771599999999,3.60110800000015
1626098900,43c2b3,54.02196334580243,-1.938279095818018,131.466362992043,19.42759814951041,0.0,WAD47   ,False,False,False,6371.0,4267.2,4373.88,1626098899.997,1626098899.997,43.72774,123.981004
1626098900,4010eb,52.45101152840307,-0.9488263811383604,152.1998028107952,324.21467990939635,0.0,EZY9007 ,False,False,False,6307.0,5486.400000000001,5600.700000000001,1626098899.755,1626098899.992,-88.99881200000004,123.46655999999996
1626098900,344695,53.36678715075477,-2.247915828929252,69.17502574923999,231.3401917459099,-3.2512000000000003,VLG74SD ,False,False,False,5511.0,160.02,205.74,1626098899.657,1626098899.84,-54.01661999999997,-43.21329600000004
1626098900,43c8e3,52.72850941803495,-3.087158203125,54.53349056865177,179.45948981286935,1.6256000000000002,AFGHAN1 ,False,False,False,7420.0,190.5,236.22,1626098801.9,1626098801.9,0.5144439999999928,-54.53106399999999
1626098900,405200,50.07188415527344,-1.868181730571564,142.85805137685978,17.3909499455507,-3.90144,GMA344  ,False,False,False,1225.0,4663.4400000000005,4732.02,1626098899.422,1626098899.99,42.69885200000001,136.32766
1626098900,43e8b1,53.392181396484375,-3.901166643415138,245.42807172642983,93.8460300900474,0.0,MCELT   ,False,False,False,5013.0,10058.4,10233.66,1626098899.759,1626098899.944,244.875344,-16.462208000000146
1626098900,401a05,51.008331298828125,0.2498647328969594,58.65564063897009,88.99491399474583,-0.65024,GBALG   ,False,False,False,7712.0,502.92,541.02,1626098899.116,1626098899.741,58.646616,1.0288879999999778
1626098900,40658e,52.18254089355469,-1.4955902099609375,47.23089043187037,57.0022948987837,-0.32512,GOBZR   ,False,False,False,406.0,556.26,502.92,1626098899.782,1626098899.989,39.612188,25.7222
1626098900,49328a,51.34823556673729,-0.595855712890625,230.59260099900987,152.0628571734614,0.0,NJE340B ,False,False,False,6321.0,12496.8,12786.36,1626098899.974,1626098900.0,108.03323999999996,-203.719824
1626098900,4078b8,50.55903547901218,-0.2113383525126551,202.456428010316,164.3745772027305,5.20192,BAW81   ,False,False,False,2026.0,6560.820000000001,6690.360000000001,1626098899.778,1626098899.992,54.531064000000086,-194.97427599999995
1626098900,407a20,51.61162812831038,-0.990753173828125,75.77709478703834,214.76895655548176,7.80288,HLY95   ,False,False,False,7632.0,2598.42,2651.76,1626098899.632,1626098899.992,-43.21329599999999,-62.24772400000001
1626098900,a95881,53.460636462195446,-1.2328114229090374,251.8412249264254,108.9531135803631,-0.32512,CKS203  ,False,False,False,6250.0,12496.8,12786.36,1626098899.51,1626098899.984,238.187572,-81.79659600000004
1626098900,43c925,51.03684764797404,-1.9722747802734373,138.89035293253104,238.0171121890776,3.90144,TOPSTAR1,False,False,False,2601.0,2354.58,2415.54,1626098899.506,1626098899.989,-117.80767600000004,-73.56549199999988
1626098900,4d024c,51.313751220703125,0.2242547112542229,214.3571539990964,321.0395419891635,-8.77824,FYL51F  ,False,False,False,4060.0,9540.24,9654.54,1626098899.303,1626098899.998,-134.7843280000001,166.67985599999994
1626098900,400e4a,51.87309265136719,0.2168315165751689,73.88855856251726,43.02506598911803,-3.2512000000000003,EXS95EU ,False,False,False,5573.0,167.64,190.5,1626098737.56,1626098739.525,50.41551200000001,54.01661999999999
1626098900,406f12,52.703138448424255,-0.4250139508928328,48.68771507445336,353.3255309528824,-0.97536,GLINZ   ,False,False,False,36.0,213.36,243.84,1626098899.876,1626098899.876,-5.658884000000011,48.357736
1626098900,407933,50.439971923828125,-4.866726523951513,62.8085351676125,250.3777438613491,-0.97536,HLE01   ,False,False,False,,289.56,350.52,1626098899.834,1626098899.835,-59.16105999999999,-21.092204000000045
1626098900,407b02,53.82476806640625,-3.4530998678768583,60.68258961018642,277.30575953331083,-0.32512,GOLD31  ,False,False,False,452.0,167.64,220.98,1626098899.925,1626098899.925,-60.18994800000001,7.716660000000005
1626098900,4aca45,51.120208740234375,-1.0529059332770316,230.27331754610424,228.2601606378749,0.0,NAX3WE  ,False,False,False,1142.0,11277.6,11475.72,1626098899.971,1626098899.989,-171.82429600000003,-153.30431199999995
1626098900,40621b,50.60755920410156,-3.1931184467516687,246.126375773388,79.8879596890874,-10.72896,BAW246  ,False,False,False,2376.0,10332.72,10515.6,1626098899.852,1626098899.997,242.303124,43.21329599999997
1626098900,40216d,51.65184926178495,-2.08831787109375,41.09438436717134,304.286876977209,-2.27584,GCLEA   ,False,False,False,,396.24,464.82,1626098887.957,1626098887.957,-33.953304,23.149979999999992
1626098900,400d91,53.63744186142743,-2.401643640854786,228.770302638982,154.99089021693607,0.32512,EZY91QH ,False,False,False,6357.0,11887.2,12131.04,1626098899.946,1626098899.997,96.71547199999996,-207.32093200000008
1626098900,484f72,53.87654113769531,-3.0578090122767776,241.9462455450251,280.7842978675626,0.0,KLM671  ,False,False,False,2105.0,10972.8,11178.54,1626098899.56,1626098899.997,-237.673128,45.27107200000003
1626098900,406ae8,51.80337524414063,-3.293300319362345,234.10141495427888,3.9062036212321978,-1.30048,TOM6K   ,False,False,False,5411.0,12192.0,12473.94,1626098899.928,1626098900.0,15.947764000000012,233.557576
1626098900,4079f8,51.34441828323622,1.3002777099609375,64.43706308107706,86.3380644244802,-0.97536,AAAAA   ,False,False,False,7000.0,190.5,198.12,1626098899.869,1626098899.993,64.3055,4.115551999999995
1626098900,404090,51.63285827636719,-0.2976701066300506,41.1876602001347,62.47477425625567,-0.97536,,False,False,False,,388.62,411.48,1626098736.14,1626098736.14,36.525524,19.034428
1626098900,403321,51.48683166503906,-0.7635498046875,49.45623922696622,198.81188930251915,0.0,GBSYY   ,False,False,False,,320.04,342.90000000000003,1626098772.139,1626098772.139,-15.94776399999999,-46.814404
1626098900,406de5,50.67453158103813,-1.0788726806640625,61.54436146548628,218.2110254255612,0.97536,CG175   ,False,False,False,7000.0,259.08000000000004,297.18000000000006,1626098899.569,1626098899.869,-38.06885599999997,-48.35773600000003
1626098900,4a0664,51.38864135742188,0.2676061681798986,181.37416148457845,98.15308501618571,13.98016,ROT392W ,False,False,False,4705.0,4572.0,4648.2,1626098899.97,1626098899.985,179.54095600000002,-25.72220000000001
1626098900,406d78,53.82353210449219,-1.9215087890625,253.08396621699265,330.93408380244927,6.1772800000000005,BAW49   ,False,False,False,7622.0,10363.2,10553.7,1626098899.612,1626098899.995,-122.95211600000006,221.21092
1626098900,4009cc,50.55880737304688,-4.090744821648855,190.5950800200165,2.939633619176346,0.97536,AMBER2  ,False,False,False,1772.0,7909.56,8054.34,1626098899.994,1626098899.994,9.774436000000016,190.34428
1626098900,43ec83,50.4638671875,-1.802191483347088,123.6250784725564,202.5098219728872,0.0,SLS2    ,False,False,False,5402.0,8221.98,8366.76,1626098899.623,1626098899.846,-47.32884799999997,-114.206568
1626098900,406266,51.48021116095074,-0.66619873046875,182.73989368602707,322.5494217682633,-10.07872,LNX57AX ,False,False,False,5732.0,3787.14,3848.1,1626098899.801,1626098899.983,-111.11990399999992,145.07320800000005
1626098900,40653d,51.67167663574219,-0.1384425807643765,196.921879140314,330.7563975674788,7.477760000000001,EZY971B ,False,False,False,7642.0,6263.64,6385.56,1626098899.87,1626098899.998,-96.20102799999992,171.8242960000001
1626098900,4ca875,52.06956481933594,-4.616241455078125,223.645321179923,282.7575321608767,-0.32512,EIWFI   ,False,False,False,6455.0,8534.4,8702.039999999999,1626098899.53,1626098899.979,-218.124256,49.386623999999934
1626098900,43c5e1,53.94195556640625,-3.806527273995528,200.29915292193024,149.94482283524275,0.0,ASCOT463,False,False,False,6451.0,7322.820000000001,7482.840000000001,1626098899.711,1626098899.979,100.31658000000004,-173.36762800000002
1626098900,452057,51.55622863769531,-2.593441525021092,242.57330222343447,104.74356283647074,0.0,VAW902  ,False,False,False,5256.0,10660.38,10850.88,1626098899.49,1626098899.983,234.58646399999995,-61.73328000000001
1626098900,406ecc,51.55879133838718,-1.392059326171875,205.8187514052709,281.5346206536448,8.77824,VIR513  ,False,False,False,1421.0,5311.14,5433.06,1626098899.767,1626098899.989,-201.662048,41.15552000000009
1626098900,407836,50.70185852050781,-3.416525351034636,207.34390837446253,4.126129963615875,0.0,EZY87MT ,False,False,False,1141.0,11582.4,11826.240000000002,1626098899.997,1626098899.997,14.918876000000031,206.806488
1626098900,43c8d8,53.02835238181938,-0.5106288364955276,48.81799796560363,82.12606186827438,-2.92608,CWL48   ,False,False,False,7010.0,114.3,144.78,1626098673.53,1626098677.149,48.357736,6.68777199999999
1626098900,4009d1,54.449405993445446,-1.09039306640625,130.1634818681048,269.32063524453474,-7.80288,MONICA22,False,False,False,7052.0,1524.0,1569.72,1626098899.575,1626098899.836,-130.154332,-1.5433319999999668
1626098900,45a1f7,53.4463914774232,-0.5313828412224098,62.62919939153507,245.75079558959865,-0.65024,UNC60   ,False,False,False,4261.0,228.6,266.7,1626098899.422,1626098899.422,-57.103284000000016,-25.72219999999997
1626098900,4ca815,53.10120663400424,0.3963156307444853,231.49579873430977,108.39468475399626,0.0,RYR9ZD  ,False,False,False,4617.0,11277.6,11490.96,1626098899.546,1626098900.0,219.667588,-73.05104800000002
1626098900,4ca259,53.10832912639036,1.0020177504595589,231.78999317408224,106.50436138175502,0.0,RYR60VP ,False,False,False,5211.0,11887.2,12146.28,1626098899.794,1626098900.0,222.239808,-65.84883200000004
1626098900,3c4591,51.253175897113344,1.3720703125,256.9059372021412,103.78580212185724,0.0,BOX413  ,False,False,False,1174.0,10668.0,10873.74,1626098899.457,1626098899.99,249.50534000000005,-61.21883600000008
1626098900,407a19,53.52152678926112,-3.009930778952196,135.9583130301488,84.35412345340424,-9.7536,GMDSI   ,False,False,False,5226.0,3108.96,3185.16,1626098899.986,1626098899.995,135.298772,13.375544000000003
1626098910,407a19,53.52268981933594,-2.9893798828125,135.39653971805035,84.54934812409293,-9.7536,GMDSI   ,False,False,False,5226.0,3009.9,3093.72,1626098909.995,1626098909.995,134.78432800000002,12.861099999999997
1626098910,4ca815,53.094635009765625,0.4290771484375,231.007697142288,108.43494882292202,0.0,RYR9ZD  ,False,False,False,4617.0,11277.6,11498.58,1626098909.575,1626098910.0,219.15314400000003,-73.05104800000005
1626098910,3c4591,51.247543076337394,1.4087677001953125,256.4063419107993,103.81319533137646,0.0,BOX413  ,False,False,False,1174.0,10668.0,10873.74,1626098909.831,1626098909.985,248.99089600000005,-61.21883599999993
1626098910,406ecc,51.56195068359375,-1.4210963893581263,206.7098472059196,278.876256524164,8.77824,VIR513  ,False,False,False,1421.0,5394.96,5524.5,1626098909.654,1626098909.96,-204.23426800000004,31.895527999999945
